opened,closed,side,entry,exit,amount,leverage,gross_pnl,net_pnl,fees,reason
2023-09-14 12:00:00+00:00,2023-09-14 20:00:00+00:00,long,26693.97,26522.73,0.01194075909026989,0.2945709843518152,-2.044735586617835,-2.361437115964109,0.6354477942791656,trend_reversal
2023-09-28 16:00:00+00:00,2023-10-02 20:00:00+00:00,long,27100.0,27494.51,0.014828703519063586,0.3723011478631203,5.8500718253057515,5.442363888113823,0.8095658025585522,stop_loss
2023-10-11 12:00:00+00:00,2023-10-15 20:00:00+00:00,short,26779.46,27154.15,0.015432290071973996,0.3810928126897963,-5.782324767067973,-6.2013754865258655,0.8323191141487174,trend_reversal
2023-10-16 12:00:00+00:00,2023-10-23 00:00:00+00:00,long,28064.16,30736.69,0.012922170130035776,0.3364675798461093,34.5348873376245,34.137702600210325,0.7598345874907142,take_profit
2023-10-23 16:00:00+00:00,2023-10-25 12:00:00+00:00,long,31354.42,34839.8,0.010360889090622362,0.29224769310661614,36.11163561867342,35.75066431493395,0.6858309718602567,take_profit
2023-11-01 20:00:00+00:00,2023-11-03 08:00:00+00:00,long,35421.43,34252.4,0.010257667046922823,0.3167708537609746,-11.991520507864175,-12.342870222622194,0.7146909500239028,stop_loss
2023-11-09 12:00:00+00:00,2023-11-14 08:00:00+00:00,long,37084.02,36259.18,0.008050123086985154,0.26318288928907757,-6.640063527068807,-6.931954389101957,0.5904217875933696,stop_loss
2023-12-04 04:00:00+00:00,2023-12-11 00:00:00+00:00,long,41441.1,42309.58,0.010340329488564745,0.3801991838018584,8.980369354228742,8.542874356505953,0.8660096260913496,stop_loss
2024-01-23 08:00:00+00:00,2024-01-26 08:00:00+00:00,short,38845.56,41289.52,0.007416804984292836,0.2537980560458934,-18.126374709412314,-18.432611027147374,0.5943462607607051,stop_loss
2024-02-09 00:00:00+00:00,2024-02-13 04:00:00+00:00,long,46060.74,49983.09,0.008624350039104778,0.3558025747876073,33.827719375882616,33.39664771168654,0.8283156090162727,take_profit
2024-02-14 08:00:00+00:00,2024-02-21 08:00:00+00:00,long,51555.12,50965.53,0.004971255497723348,0.22296636915541762,-2.9310025289027273,-3.1843652001096117,0.5096563449426712,stop_loss
2024-02-28 08:00:00+00:00,2024-03-04 16:00:00+00:00,long,58941.11,67405.26,0.004085185504472372,0.2101035883151242,34.5776228876798,34.30225989660261,0.5161483592667029,take_profit
2024-03-04 20:00:00+00:00,2024-03-05 16:00:00+00:00,long,68245.71,61410.98,0.004435216694815776,0.25649205005869086,-30.31350860055824,-30.585879604299237,0.5750555160825537,stop_loss
2024-04-02 12:00:00+00:00,2024-04-02 16:00:00+00:00,short,64890.0,65914.9,0.003616436111172216,0.2042025774264734,-3.7064853703403835,-3.944862394964689,0.4730475638782706,trend_reversal
2024-04-13 16:00:00+00:00,2024-04-19 08:00:00+00:00,short,64788.01,64870.74,0.003145471086372657,0.17797760053685727,-0.26022482297559707,-0.4642738599971953,0.40783784922022076,stop_loss
2024-05-01 04:00:00+00:00,2024-05-03 12:00:00+00:00,short,57499.99,61690.74,0.003277021557147961,0.16465902485022157,-13.733178090617818,-13.935339975474228,0.3905905916222022,stop_loss
2024-06-05 12:00:00+00:00,2024-06-07 16:00:00+00:00,long,71580.0,69255.0,0.005123023565731609,0.32445164282540107,-11.91102979032599,-12.265824787370732,0.7215010238798112,stop_loss
2024-06-11 12:00:00+00:00,2024-06-12 12:00:00+00:00,short,66244.48,69734.0,0.006579858375505888,0.3900134444946745,-22.960547398495333,-23.41938724245286,0.8947191405165598,stop_loss
2024-06-24 16:00:00+00:00,2024-06-25 00:00:00+00:00,short,59306.72,61302.59,0.0064980260754002005,0.35234580464464926,-12.969215303108967,-13.367561131418535,0.7837224413160262,stop_loss
2024-07-04 00:00:00+00:00,2024-07-06 20:00:00+00:00,short,59102.0,58230.13,0.004470702903938872,0.2446567780259877,3.897871740857196,3.637542129569458,0.5245570943163331,stop_loss
2024-07-15 16:00:00+00:00,2024-07-23 16:00:00+00:00,long,63342.0,65536.01,0.004782472481818607,0.27962057736376494,10.492792449834816,10.179368285441628,0.6163555363365432,stop_loss
2024-08-01 12:00:00+00:00,2024-08-01 20:00:00+00:00,short,62906.6,65354.02,0.004256599615774822,0.24493035402155644,-10.417687031639609,-10.695872928060949,0.5459541058110404,trend_reversal
2024-08-02 20:00:00+00:00,2024-08-06 12:00:00+00:00,short,61498.33,56405.99,0.0029091946695498283,0.165309203806247,14.814608383535383,14.650512378096701,0.34300661926089726,stop_loss
2024-09-04 00:00:00+00:00,2024-09-09 16:00:00+00:00,short,56653.98,57089.54,0.004630656007184562,0.23920222869787827,-2.016928530489297,-2.2812905518377002,0.5267071141663174,stop_loss
2024-09-19 00:00:00+00:00,2024-09-30 00:00:00+00:00,long,62117.99,64553.68,0.0036966460378409123,0.2098582009279687,9.003883787908741,8.76525168250869,0.46826032701219156,stop_loss
2024-10-01 20:00:00+00:00,2024-10-02 00:00:00+00:00,short,60805.78,61750.47,0.004641080145935757,0.2559115818143282,-4.3843820030640615,-4.670970883383263,0.5687933786353392,trend_reversal
2024-10-14 12:00:00+00:00,2024-10-21 12:00:00+00:00,long,65870.0,67341.02,0.0056932725614301915,0.341610144063182,8.374917803315064,7.9915270218903425,0.7584066450461284,stop_loss
2024-10-29 12:00:00+00:00,2024-10-31 16:00:00+00:00,long,72402.01,70092.07,0.005257563423406306,0.34436064457114435,-12.144656054263098,-12.513169557765933,0.7491716630599321,stop_loss
2024-11-11 12:00:00+00:00,2024-11-21 00:00:00+00:00,long,84059.54,95798.12,0.0030658020470157397,0.23588755171418477,35.98816259305803,35.69446452066177,0.5514079821994609,take_profit
2024-12-20 08:00:00+00:00,2024-12-20 12:00:00+00:00,short,92723.98,96991.62,0.0018245229827705928,0.14998649280605159,-7.786407262191092,-7.963370702017244,0.34614047239011264,trend_reversal
2025-01-13 08:00:00+00:00,2025-01-13 20:00:00+00:00,short,90851.22,94536.1,0.004395987910937877,0.35664868025076385,-16.198687933256785,-16.614267486004,0.8149604175611718,stop_loss
2025-01-17 16:00:00+00:00,2025-01-19 20:00:00+00:00,long,105834.93,101331.57,0.002738144229674357,0.2627772123275829,-12.330849198146273,-12.608309651825616,0.5672517565568327,stop_loss
2025-01-20 04:00:00+00:00,2025-01-21 04:00:00+00:00,long,107120.65,101989.05,0.0017703888249716666,0.17400172355430432,-9.084927294224588,-9.265487568614065,0.3702054760731777,stop_loss
2025-02-03 00:00:00+00:00,2025-02-03 12:00:00+00:00,short,94038.74,98842.0,0.0025441646372159083,0.22143574722488837,-12.22028423535367,-12.471754556425365,0.4907203579080359,stop_loss
2025-02-24 20:00:00+00:00,2025-02-26 16:00:00+00:00,short,91552.88,83856.99,0.004286524406058126,0.3675467648901657,32.98862031133867,32.6291652770851,0.7518986888184832,take_profit
2025-02-28 00:00:00+00:00,2025-03-01 00:00:00+00:00,short,80452.44,85330.84,0.0018989414842659445,0.13888907645819554,-9.263796136842974,-9.425834408806233,0.3148127477896767,stop_loss
2025-03-10 16:00:00+00:00,2025-03-12 20:00:00+00:00,short,79060.84,83680.12,0.002349129182360051,0.1703272059134692,-10.851285449492133,-11.047860861367525,0.3822995383012897,stop_loss
2025-04-07 04:00:00+00:00,2025-04-07 20:00:00+00:00,short,75126.01,79163.24,0.0031744893320218752,0.22099239642992063,-12.816143565918708,-13.067446426786995,0.4897895781706561,stop_loss
2025-04-22 12:00:00+00:00,2025-05-04 20:00:00+00:00,long,90934.61,94277.62,0.0035368909470798095,0.3017533454650823,11.823861804997255,11.490412144307026,0.6550754595754635,stop_loss
2025-05-06 20:00:00+00:00,2025-05-13 00:00:00+00:00,long,96834.02,101719.4,0.003997406067732776,0.3594018295164288,19.52884765518031,19.122233908414174,0.7936986458770944,stop_loss
2025-05-21 12:00:00+00:00,2025-05-23 20:00:00+00:00,long,108973.35,107318.3,0.003092071445770725,0.3075064020712374,-5.117532846322847,-5.449368697361503,0.6687892349236357,stop_loss
2025-06-21 20:00:00+00:00,2025-06-23 16:00:00+00:00,short,102120.01,103161.29,0.004077413686564307,0.38201410294777843,-4.245729323545677,-4.666360579315307,0.8370167822157135,stop_loss
2025-07-10 16:00:00+00:00,2025-07-14 04:00:00+00:00,long,113301.81,122736.04,0.004018111279803207,0.41963577825955284,37.907785979257795,37.41461891249542,0.9484263475454974,take_profit
2025-08-11 00:00:00+00:00,2025-08-11 16:00:00+00:00,long,121728.99,119089.3,0.004298973223113872,0.46646991714589836,-11.347956627321468,-11.859918339180842,1.0352713803460714,stop_loss
2025-08-19 12:00:00+00:00,2025-08-22 12:00:00+00:00,short,113786.38,116370.75,0.0037956864003766064,0.38928348187966855,-9.809458062541273,-10.251164935717899,0.8736042882907107,stop_loss
2025-08-25 20:00:00+00:00,2025-09-02 00:00:00+00:00,short,110111.98,110322.18,0.0031230442146904834,0.3129681630042813,-0.6564638939279305,-1.0010049399289727,0.6884256281081564,stop_loss
2025-09-16 16:00:00+00:00,2025-09-22 00:00:00+00:00,long,116800.12,114649.89,0.004951319630565475,0.5269672200751354,-10.646476009230781,-11.214144260229954,1.1459829780075754,stop_loss
2025-09-25 16:00:00+00:00,2025-09-28 20:00:00+00:00,short,109360.0,112163.95,0.0037647436766746504,0.3792321925289994,-10.556153032211876,-10.978421553725228,0.8339808899944914,stop_loss
2025-10-01 08:00:00+00:00,2025-10-05 04:00:00+00:00,long,116789.58,124713.63,0.004227899099508471,0.4596428313904582,33.502083859460114,32.974807215486685,1.0210512040874051,take_profit
2025-10-16 12:00:00+00:00,2025-10-20 00:00:00+00:00,short,108549.21,110145.44,0.0024133545320755884,0.23670254768215696,-3.8522689047350065,-4.118088901546466,0.5277877247181846,stop_loss
2025-10-30 12:00:00+00:00,2025-11-09 16:00:00+00:00,short,107711.56,104805.57,0.0024492695258953577,0.23931847103685233,7.117552749556627,6.860855660811534,0.5205117302397422,stop_loss
2025-11-17 16:00:00+00:00,2025-11-24 16:00:00+00:00,short,91678.93,88327.29,0.003233066489235098,0.26728230971828226,10.836074967979922,10.550506966595972,0.5819720777358806,stop_loss
2026-01-04 00:00:00+00:00,2026-01-06 16:00:00+00:00,long,91236.78,92104.5,0.005191752145005733,0.42322628657482414,4.504987171264381,4.026803435824701,0.9518624837080967,stop_loss
2026-01-14 12:00:00+00:00,2026-01-18 20:00:00+00:00,long,96764.57,93673.14,0.003595273912613804,0.30985644107581434,-11.11453763167172,-11.45131822822634,0.684675730740913,stop_loss
2026-01-20 12:00:00+00:00,2026-01-26 20:00:00+00:00,short,90684.95,88347.08,0.004869632161067468,0.39749506492693204,11.384566940394778,10.954349158290379,0.8718201311491958,stop_loss
2026-01-30 00:00:00+00:00,2026-02-05 00:00:00+00:00,short,82676.43,71223.25,0.002953365935671988,0.21772537770218028,33.82543166711968,33.615083346741834,0.4545220724228195,take_profit
2026-02-05 04:00:00+00:00,2026-02-06 16:00:00+00:00,short,70756.85,70731.46,0.0024553473454470265,0.15043783346450748,0.06234126910089857,-0.111329033449694,0.347402946370286,stop_loss
2026-02-24 00:00:00+00:00,2026-02-25 12:00:00+00:00,short,63595.51,67412.33,0.004353087760760993,0.239776564387273,-16.61495242702777,-16.90840421567515,0.5702886248677345,stop_loss
