opened,closed,side,entry_type,entry,exit,amount,leverage,gross_pnl,net_pnl,fees,reason,sentiment
2023-08-17 12:00:00+00:00,2023-08-17 16:00:00+00:00,short,squeeze_breakout,27934.02,27894.01,0.06589905412935256,1.1997934671563084,2.63662115571553,0.7984322808408286,3.6790143709051186,trend_reversal,48.57679521632531
2023-08-17 20:00:00+00:00,2023-08-18 00:00:00+00:00,short,squeeze_breakout,26623.41,26398.0,0.03507510144973102,0.6090481777301368,7.906278617783864,6.980366089713865,1.8597313347577829,trend_reversal,32.94578082675774
2023-08-29 16:00:00+00:00,2023-08-29 20:00:00+00:00,long,squeeze_breakout,27831.33,27716.34,0.048459862845597834,0.8761850600068795,-5.572399628615372,-6.915529663597329,2.6918324695925295,trend_reversal,49.21359133530015
2023-09-08 08:00:00+00:00,2023-09-11 16:00:00+00:00,short,mean_reversion,25839.51,25020.66,0.1012643104143558,1.7090640315891794,82.9202805827951,80.38658070178305,5.150320042606906,take_profit,38.856880437692645
2023-09-21 12:00:00+00:00,2023-09-27 08:00:00+00:00,short,squeeze_breakout,26584.02,26766.7,0.023260922691697543,0.3843676532249903,-4.249305357319314,-4.871923496731175,1.240986973466402,stop_loss,77.70482814681273
2023-09-27 12:00:00+00:00,2023-09-28 12:00:00+00:00,short,mean_reversion,26304.42,27020.0,0.11117980467305846,1.8240574645007495,-79.55804462794737,-82.5621229502134,5.928598599904133,stop_loss,65.95990784598285
2023-10-09 16:00:00+00:00,2023-10-10 20:00:00+00:00,long,mean_reversion,27616.66,27390.12,0.12195467444408103,2.2189618263481634,-27.627611948562222,-30.967965116146537,6.708333947117188,stop_loss,62.42531749987907
2023-10-11 00:00:00+00:00,2023-10-11 08:00:00+00:00,short,squeeze_breakout,27016.05,27196.26,0.060847974655609115,1.1081169687274757,-10.965413512687265,-12.620250851894621,3.2987092649020244,trend_reversal,47.86695917148242
2023-10-11 12:00:00+00:00,2023-10-15 20:00:00+00:00,short,squeeze_breakout,26779.46,27154.15,0.05227033080613746,0.9527320317244907,-19.585170249751766,-21.004526653011244,2.8191276362692035,stop_loss,39.759870452520374
2023-10-16 04:00:00+00:00,2023-10-16 16:00:00+00:00,long,squeeze_breakout,27849.06,28468.85,0.08579885850606254,1.651503049813618,53.17727451347227,50.73467968049195,4.832012391447165,trend_reversal,70.87543733774369
2023-10-23 16:00:00+00:00,2023-10-23 20:00:00+00:00,long,squeeze_breakout,31354.42,33069.99,0.034840128936065494,0.7306192327665404,59.77067999884587,58.61851728333148,2.244554751029947,trend_reversal,72.66666666666666
2023-11-01 20:00:00+00:00,2023-11-02 12:00:00+00:00,long,squeeze_breakout,35421.43,34640.01,0.03471383299630633,0.7919271344024365,-27.126083379973633,-28.328570902104012,2.4321011276407365,stop_loss,70.0
2023-11-15 08:00:00+00:00,2023-11-15 20:00:00+00:00,long,mean_reversion,36240.94,37858.2,0.0483852346725918,1.1512672778644553,78.25150462659556,76.41972673531365,3.585304277937234,take_profit,69.54633618054218
2023-11-22 00:00:00+00:00,2023-11-24 12:00:00+00:00,long,mean_reversion,36380.0,38221.11,0.04313270936120101,0.982084459417768,79.41206253200082,77.76348250290832,3.2177479956529864,take_profit,63.686805571669446
2023-11-27 16:00:00+00:00,2023-11-28 16:00:00+00:00,long,mean_reversion,36877.0,38114.26,0.0954648039754187,2.103035620741723,118.11478336662674,114.47621300705859,7.159025935769659,take_profit,63.52231967455886
2023-12-12 00:00:00+00:00,2023-12-12 20:00:00+00:00,long,mean_reversion,41735.29,41492.39,0.03866081610266271,0.9039616603730608,-9.39071223133683,-10.994841890786791,3.2176500311312592,trend_reversal,56.515710758858816
2023-12-19 00:00:00+00:00,2023-12-24 20:00:00+00:00,long,squeeze_breakout,43082.2,42991.5,0.02807595878670923,0.6824748520542677,-2.5464894619544456,-3.7535170441332557,2.4166016538195745,stop_loss,55.75846589910151
2024-02-27 00:00:00+00:00,2024-02-27 04:00:00+00:00,long,squeeze_breakout,55667.6,56059.08,0.02367843495811275,0.7458088668743923,9.269633717402055,7.942242437810416,2.645512925465877,trend_reversal,70.0
2024-02-28 12:00:00+00:00,2024-02-28 16:00:00+00:00,long,squeeze_breakout,60966.22,60951.11,0.013898977839932112,0.47766067301288867,-0.2100135551613823,-1.0571716823706467,1.6945262679736905,trend_reversal,71.66666666666666
2024-03-04 00:00:00+00:00,2024-03-04 12:00:00+00:00,long,squeeze_breakout,63458.72,66451.65,0.02479361139247236,0.8878609518784136,74.20554334487213,72.55796695838355,3.2209472296322996,trend_reversal,75.0
2024-03-04 16:00:00+00:00,2024-03-04 20:00:00+00:00,long,squeeze_breakout,67405.26,68245.71,0.018747363729385437,0.6856314459111992,15.756221846362209,14.47679469802205,2.543098074833952,trend_reversal,70.83333333333334
2024-03-11 04:00:00+00:00,2024-03-14 16:00:00+00:00,long,squeeze_breakout,71019.99,69415.09,0.020439951293804586,0.7820145284772944,-32.80407783142716,-34.22291889008222,2.8704861951415506,stop_loss,70.0
2024-03-14 20:00:00+00:00,2024-03-15 00:00:00+00:00,long,mean_reversion,71388.94,68224.01,0.020288710165140493,0.7955497395118186,-64.21234746295825,-65.5965246281519,2.8325666778502514,stop_loss,68.82533257761796
2024-03-15 04:00:00+00:00,2024-03-16 16:00:00+00:00,long,mean_reversion,68448.29,66911.52,0.016724829848668302,0.6528317514558444,-25.702216766537813,-26.82130055345358,2.2638697905980703,stop_loss,51.47918109283101
2024-03-24 20:00:00+00:00,2024-04-01 04:00:00+00:00,long,squeeze_breakout,67209.99,69594.94,0.014416612587263948,0.5615080767447392,34.38290018999511,33.37957690198123,1.9722636758377636,stop_loss,58.6026480024459
2024-04-02 12:00:00+00:00,2024-04-02 16:00:00+00:00,short,squeeze_breakout,64890.0,65914.9,0.013830753924128239,0.5105064435661836,-14.17513969683895,-15.086792458672472,1.8091303839702018,trend_reversal,61.6296527449586
2024-04-12 16:00:00+00:00,2024-04-13 00:00:00+00:00,short,squeeze_breakout,66843.98,67160.55,0.01239313859272657,0.4755410064652777,-3.923295884299537,-4.75562588841328,1.6607367123431855,trend_reversal,62.46097979803784
2024-04-13 16:00:00+00:00,2024-04-19 04:00:00+00:00,short,squeeze_breakout,64788.01,64547.18,0.011925373615048208,0.4449440013421432,2.8719877277120807,2.1022384904143134,1.5423704623232468,stop_loss,44.85542143159678
2024-04-24 16:00:00+00:00,2024-04-29 20:00:00+00:00,short,squeeze_breakout,63976.06,63866.0,0.020057279652302158,0.7384070326611818,2.207504198532329,0.9265259762583993,2.5641639487463914,stop_loss,49.34095981607568
2024-04-30 08:00:00+00:00,2024-05-03 12:00:00+00:00,short,squeeze_breakout,61204.42,61690.74,0.018312399036997863,0.6450947056817383,-8.905685899672795,-10.03539134744048,2.250505209635698,stop_loss,51.147791473228295
2024-05-04 00:00:00+00:00,2024-05-05 00:00:00+00:00,short,mean_reversion,62724.0,63235.93,0.023531174382205873,0.8550085322088681,-12.04631410148266,-13.534329797533623,2.9639850780004453,trend_reversal,64.16472215717326
